Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average
Chile,2019,Potash (K2O),683540,,,100,0,53.41777242,0,18.80724473,4.879561641,0,5.41732E+11,2.78285E+11,0.634367534,19197744,0.815083889
Chile,2019,Rhenium,24003,,,100,0,53.41777242,0,18.80724473,4.879561641,0,5.41732E+11,2.78285E+11,0.634367534,19197744,0.815083889
Chile,2019,Selenium,98,,,100,0,53.41777242,0,18.80724473,4.879561641,0,5.41732E+11,2.78285E+11,0.634367534,19197744,0.815083889
Chile,2020,Copper,5733100,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2020,Lithium (Li2O),49730,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2020,Molybdenum,59381,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2020,Phosphate Rock (P2O5),590,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2020,Potash (K2O),966680,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2020,Rhenium,14549,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2020,Selenium,118,,,100,0,51.30427536,0,22.74160942,4.506101397,0,5.08451E+11,2.54042E+11,-6.143474792,19370624,0.787662826
Chile,2021,Copper,5624900,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2021,Lithium (Li2O),65060,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2021,Molybdenum,49427,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2021,Phosphate Rock (P2O5),620,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2021,Potash (K2O),891450,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2021,Rhenium,18831,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2021,Selenium,83,,,100,0,51.15771774,0,26.10146788,4.813089981,0,5.65982E+11,3.15326E+11,11.31492049,19456334,0.748590248
Chile,2022,Copper,5330400,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2022,Lithium (Li2O),110350,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2022,Molybdenum,45627,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2022,Phosphate Rock (P2O5),940,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2022,Potash (K2O),676350,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2022,Rhenium,32303,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2022,Selenium,102,,,100,0,44.6768771,0,0,6.231850704,0,5.78173E+11,3.01227E+11,2.153993562,19553036,0.715010268
Chile,2023,Copper,5250400,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
Chile,2023,Lithium (Li2O),113200,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
Chile,2023,Molybdenum,44118,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
Chile,2023,Phosphate Rock (P2O5),2740,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
Chile,2023,Potash (K2O),743930,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
Chile,2023,Rhenium,50754,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
Chile,2023,Selenium,103,,,100,0,35.57979439,0,0,5.477309384,0,5.81187E+11,3.35518E+11,0.521367977,19658835,0.731849032
China,2019,Antimony,68422,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Antimony Alloys And Scrap,,Antimony Alloys And Scrap,277,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Beryllium (conc.),1750,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Bismuth,7000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Cadmium,10000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Cobalt,3000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Cobalt & Alloys (incl Waste And Scrap),,Cobalt & Alloys (incl Waste And Scrap),155,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Copper,1683450,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Gallium,356,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Germanium,85,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Graphite,1185000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Indium,490,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Lithium (Li2O),19000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Molybdenum,104670,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Molybdenum & Scrap,,Molybdenum & Scrap,285,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Nickel,104674,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Nickel And Alloys Incl. Scrap,,Nickel And Alloys Incl. Scrap,2302,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Niobium (Nb2O5),20,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Other Rare Metals Nes,,Other Rare Metals Nes,28,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Palladium,1300,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Phosphate Rock (P2O5),27997200,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Platinum,2500,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Potash (K2O),5902000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Rare Earths (REO),132000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Rhenium,2500,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Selenium,1250,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Silicon,,Silicon,49809,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Tantalum & Scrap,,Tantalum & Scrap,1,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Tantalum (Ta2O5),135,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Tellurium,380,Tellurium,4,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Tin,85584,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Titanium & Alloys(incl. Waste & Scrap),,Titanium & Alloys(incl. Waste & Scrap),1375,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Titanium (TiO2),2306900,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Tungsten (W),74950,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Tungsten And Alloys Incl. Scrap,,Tungsten And Alloys Incl. Scrap,170,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Vanadium (V),64700,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2019,Zircon,140000,,,100,0,67.94410244,4.641940123,9.50765506,1.285492268,0,2.64945E+13,1.45602E+13,6.068502351,1407745000,-0.370073388
China,2020,Antimony,60995,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Antimony Alloys And Scrap,,Antimony Alloys And Scrap,957,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Beryllium (conc.),1750,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Bismuth,7500,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Cadmium,10000,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Cobalt,2200,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Cobalt & Alloys (incl Waste And Scrap),,Cobalt & Alloys (incl Waste And Scrap),304,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Copper,1942000,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Gallium,290,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Germanium,86,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Graphite,1090000,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Indium,528,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Lithium (Li2O),28800,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Molybdenum,95970,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Molybdenum & Scrap,,Molybdenum & Scrap,340,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Nickel,105048,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Nickel And Alloys Incl. Scrap,,Nickel And Alloys Incl. Scrap,4566,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Niobium (Nb2O5),30,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Other Rare Metals Nes,,Other Rare Metals Nes,13,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Palladium,1300,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Phosphate Rock (P2O5),26679960,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Platinum,2500,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Potash (K2O),5530000,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Rare Earths (REO),140000,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Rhenium,2500,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Selenium,1120,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Silicon,,Silicon,45621,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Tantalum & Scrap,,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Tantalum (Ta2O5),180,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Tellurium,260,Tellurium,2,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Tin,94460,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Titanium & Alloys(incl. Waste & Scrap),,Titanium & Alloys(incl. Waste & Scrap),1445,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Titanium (TiO2),2911800,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Tungsten (W),71450,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Tungsten And Alloys Incl. Scrap,,Tungsten And Alloys Incl. Scrap,181,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Vanadium (V),69960,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2020,Zircon,140000,,,100,0,66.62811159,4.716428981,10.66027726,1.687707563,0,2.71145E+13,1.49964E+13,2.340188431,1411100000,-0.310448587
China,2021,Antimony,41480,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Antimony Alloys And Scrap,,Antimony Alloys And Scrap,693,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Beryllium (conc.),1750,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Bismuth,8000,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Cadmium,10000,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Cobalt,2000,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Cobalt & Alloys (incl Waste And Scrap),,Cobalt & Alloys (incl Waste And Scrap),85,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Copper,1964400,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Gallium,420,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Germanium,132,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Graphite,1189000,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Indium,540,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Lithium (Li2O),30500,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Molybdenum,102600,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Molybdenum & Scrap,,Molybdenum & Scrap,323,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Nickel,104600,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Nickel And Alloys Incl. Scrap,,Nickel And Alloys Incl. Scrap,2775,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Niobium (Nb2O5),30,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Other Rare Metals Nes,,Other Rare Metals Nes,26,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Palladium,1300,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Phosphate Rock (P2O5),30869700,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Platinum,2500,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Potash (K2O),5814600,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Rare Earths (REO),168000,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Rhenium,2500,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Selenium,1400,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Silicon,,Silicon,45105,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Tantalum & Scrap,,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Tantalum (Ta2O5),180,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Tellurium,530,Tellurium,2,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Tin,83144,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Titanium & Alloys(incl. Waste & Scrap),,Titanium & Alloys(incl. Waste & Scrap),1349,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Titanium (TiO2),2856650,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Tungsten (W),68660,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Tungsten And Alloys Incl. Scrap,,Tungsten And Alloys Incl. Scrap,142,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Vanadium (V),74100,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2021,Zircon,140000,,,100,0,66.24986874,4.739162496,12.85652382,1.890345414,0,2.94382E+13,1.82017E+13,8.570085132,1412360000,-0.273594477
China,2022,Antimony,39000,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Antimony Alloys And Scrap,,Antimony Alloys And Scrap,402,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Beryllium (conc.),1850,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Bismuth,7500,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Cadmium,8700,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Cobalt,1750,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Cobalt & Alloys (incl Waste And Scrap),,Cobalt & Alloys (incl Waste And Scrap),102,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Copper,1925600,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Gallium,606,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Germanium,130,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Graphite,1161000,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Indium,667,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Lithium (Li2O),57900,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Molybdenum,107550,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Molybdenum & Scrap,,Molybdenum & Scrap,324,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Nickel,109400,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Nickel And Alloys Incl. Scrap,,Nickel And Alloys Incl. Scrap,2508,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Niobium (Nb2O5),40,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Other Rare Metals Nes,,Other Rare Metals Nes,154,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Palladium,1300,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Phosphate Rock (P2O5),31423500,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Platinum,2800,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
China,2022,Potash (K2O),5910000,,,100,0,64.79540073,4.667541762,0,1.038413655,0,3.03609E+13,1.83168E+13,3.134188872,1412175000,-0.333827581
